SOAcondition,accuracy,height,operation,response,rt,size,stimulus,subject_nr,truth,width,md,auc,xflips,init_time
neutral,1,1050,mult,1,1040,large,6_8_mult_true.jpg,146,TRUE,1680,0.343572221,0.441862182,0,440
neutral,1,1050,add,2,1040,small,5_3_add_true.jpg,147,TRUE,1680,-0.126681175,-0.126217887,0,540
negative,1,1050,mult,2,1040,small,5_3_mult_true.jpg,151,TRUE,1680,0.127646717,0.090887226,0,500
neutral,1,1050,add,1,1040,large,9_7_add_FNI.jpg,151,FALSE,1680,0.132666042,0.132786593,0,380
negative,1,1050,mult,2,1041,small,3_6_mult_true.jpg,101,TRUE,1680,-0.139599269,-0.132432152,0,360
negative,1,1050,add,2,1041,small,5_3_add_true.jpg,101,TRUE,1680,0.298552602,0.165005519,0,60
negative,1,1050,mult,1,1041,small,3_6_mult_true.jpg,104,TRUE,1680,1.669441036,1.673061111,0,300
negative,1,1050,mult,1,1041,large,4_9_mult_true.jpg,108,TRUE,1680,0.450639971,0.582398231,0,660
neutral,1,1050,add,2,1041,large,4_9_add_FI.jpg,110,FALSE,1680,-0.206956748,-0.18977307,0,500
neutral,1,1050,mult,1,1041,small,2_7_mult_true.jpg,114,TRUE,1680,1.067217517,0.916880097,0,360
negative,1,1050,mult,2,1041,small,8_2_mult_FNI.jpg,122,FALSE,1680,0.216886765,0.177206056,0,60
negative,1,1050,add,1,1041,small,8_2_add_true.jpg,122,TRUE,1680,0.647307353,0.570038436,0,480
neutral,1,1050,mult,2,1041,small,8_2_mult_true.jpg,127,TRUE,1680,-0.503410082,-0.481963238,0,560
negative,1,1050,add,2,1041,small,2_7_add_FI.jpg,128,FALSE,1680,-0.142790179,0.004948621,0,460
negative,1,1050,mult,1,1041,small,8_2_mult_FNI.jpg,129,FALSE,1680,1.000043157,0.807657456,1,40
neutral,1,1050,mult,1,1041,large,4_9_mult_true.jpg,130,TRUE,1680,0.077527067,0.031084914,0,480
negative,1,1050,add,1,1041,large,4_9_add_true.jpg,132,TRUE,1680,0.136091213,0.115814939,0,480
neutral,1,1050,add,2,1041,large,4_9_add_FI.jpg,132,FALSE,1680,-0.100812182,-0.035175525,0,380
negative,1,1050,mult,1,1041,small,2_7_mult_true.jpg,146,TRUE,1680,0.377162916,0.413147619,0,340
negative,1,1050,mult,1,1041,small,2_7_mult_true.jpg,148,TRUE,1680,0.633150902,0.503462032,0,260
negative,1,1050,mult,2,1041,small,5_3_mult_true.jpg,149,TRUE,1680,-0.083254922,-0.047558775,0,460
negative,1,1050,add,2,1041,large,6_8_add_true.jpg,149,TRUE,1680,0.163970961,0.072921703,0,520
neutral,1,1050,add,2,1041,large,4_9_add_true.jpg,151,TRUE,1680,0.061945557,0.027217192,0,520
neutral,1,1050,add,2,1042,small,2_7_add_true.jpg,105,TRUE,1680,0.415462144,0.428434934,0,360
negative,1,1050,add,2,1042,small,2_7_add_FI.jpg,108,FALSE,1680,0.595972762,0.354519259,0,140
negative,1,1050,add,2,1042,small,3_6_add_true.jpg,117,TRUE,1680,-0.043448285,-0.044838364,0,520
negative,1,1050,mult,2,1042,small,8_2_mult_true.jpg,137,TRUE,1680,0.546761833,0.56572046,0,80
negative,1,1050,mult,2,1042,small,5_3_mult_true.jpg,137,TRUE,1680,-0.05979796,0.034814551,0,500
neutral,1,1050,add,2,1042,small,5_3_add_FNI.jpg,146,FALSE,1680,0.673049326,0.717452375,1,400
negative,1,1050,mult,1,1042,large,4_9_mult_true.jpg,148,TRUE,1680,0.287655389,0.293861031,0,440
neutral,1,1050,mult,2,1042,small,3_6_mult_FNI.jpg,148,FALSE,1680,0.325578942,0.239566224,0,380
neutral,1,1050,add,2,1042,large,6_8_add_true.jpg,149,TRUE,1680,1.229698652,-0.320948835,0,40
negative,1,1050,add,1,1043,small,3_6_add_true.jpg,102,TRUE,1680,-0.460833396,-0.602056606,0,360
neutral,1,1050,add,1,1043,large,8_4_add_true.jpg,108,TRUE,1680,0.738255285,0.704487709,0,200
negative,1,1050,mult,1,1043,small,8_2_mult_FNI.jpg,111,FALSE,1680,0.406552227,0.411226152,0,420
neutral,1,1050,mult,1,1043,large,6_8_mult_true.jpg,120,TRUE,1680,0.203673905,0.249503964,0,560
neutral,1,1050,add,2,1043,large,8_4_add_FI.jpg,128,FALSE,1680,0.480871196,0.510603019,0,460
neutral,1,1050,add,1,1043,small,2_7_add_FI.jpg,129,FALSE,1680,1.855230885,0.9965805,0,380
negative,1,1050,mult,1,1043,large,8_4_mult_true.jpg,130,TRUE,1680,0.748635046,0.621880436,1,460
negative,1,1050,add,2,1043,small,3_6_add_true.jpg,137,TRUE,1680,0.064688777,0.025631536,0,520
negative,1,1050,add,1,1043,small,2_7_add_true.jpg,146,TRUE,1680,-0.143483415,-0.124692476,0,540
negative,1,1050,add,1,1043,small,3_6_add_true.jpg,146,TRUE,1680,0.252388003,0.314816502,0,420
neutral,1,1050,mult,1,1044,large,9_7_mult_true.jpg,110,TRUE,1680,0.135384958,0.031823194,0,520
negative,1,1050,mult,2,1044,small,2_7_mult_FI.jpg,110,FALSE,1680,-0.14844483,-0.143850016,0,560
neutral,1,1050,mult,2,1044,small,2_7_mult_true.jpg,115,TRUE,1680,-0.127325427,-0.023977153,0,300
negative,1,1050,add,1,1044,small,5_3_add_FI.jpg,121,FALSE,1680,1.312870618,1.121950461,1,340
neutral,1,1050,mult,1,1044,large,9_7_mult_true.jpg,132,TRUE,1680,-0.106054077,-0.105191831,0,500
neutral,1,1050,add,2,1044,small,8_2_add_true.jpg,145,TRUE,1680,0.191606498,0.173558653,0,140
negative,1,1050,add,2,1044,small,8_2_add_true.jpg,147,TRUE,1680,-0.088713948,-0.05249444,0,440
neutral,1,1050,mult,2,1044,large,4_9_mult_true.jpg,149,TRUE,1680,0.084419664,0.058033145,0,560
neutral,1,1050,add,1,1044,large,8_4_add_FNI.jpg,149,FALSE,1680,0.218567129,0.235205358,0,520
neutral,1,1050,mult,2,1044,small,8_2_mult_true.jpg,149,TRUE,1680,-0.078798244,-0.08626409,0,420
negative,1,1050,add,2,1044,large,4_9_add_true.jpg,151,TRUE,1680,0.180019647,0.103429699,0,540
neutral,1,1050,mult,2,1044,small,2_7_mult_true.jpg,151,TRUE,1680,-0.076090427,-0.053566519,0,440
neutral,1,1050,add,2,1045,small,5_3_add_FI.jpg,102,FALSE,1680,0.922823629,0.674996911,0,200
negative,1,1050,add,1,1045,large,8_4_add_FNI.jpg,103,FALSE,1680,0.264720511,0.312708029,0,500
neutral,1,1050,add,1,1045,small,5_3_add_FNI.jpg,107,FALSE,1680,0.593702399,0.470176592,1,380
neutral,1,1050,add,2,1045,large,9_7_add_FNI.jpg,108,FALSE,1680,1.083786375,0.535962752,0,160
neutral,1,1050,mult,1,1045,small,8_2_mult_true.jpg,114,TRUE,1680,0.427257097,0.33957706,1,460
neutral,1,1050,add,1,1045,small,8_2_add_true.jpg,114,TRUE,1680,1.098759578,0.793766826,1,280
neutral,1,1050,mult,2,1045,small,8_2_mult_true.jpg,115,TRUE,1680,0.263252503,0.33480234,0,580
negative,1,1050,add,2,1045,small,3_6_add_true.jpg,119,TRUE,1680,0.159216812,0.120236864,0,480
neutral,1,1050,mult,1,1045,large,8_4_mult_FNI.jpg,121,FALSE,1680,1.190106376,0.727345468,1,400
neutral,1,1050,mult,2,1045,small,2_7_mult_FI.jpg,122,FALSE,1680,0.341295331,0.446407803,0,380
negative,1,1050,mult,2,1045,large,9_7_mult_true.jpg,123,TRUE,1680,-0.106211469,-0.087929404,0,100
negative,1,1050,mult,2,1045,small,2_7_mult_true.jpg,123,TRUE,1680,0.259430624,-0.077115399,0,100
negative,1,1050,mult,1,1045,large,9_7_mult_FI.jpg,129,FALSE,1680,1.497396263,0.867188678,0,40
neutral,1,1050,mult,1,1045,large,8_4_mult_FI.jpg,129,FALSE,1680,1.201218168,1.154052101,0,180
negative,1,1050,mult,1,1045,large,4_9_mult_true.jpg,130,TRUE,1680,-0.111456819,-0.119295981,0,580
neutral,1,1050,add,1,1045,large,9_7_add_true.jpg,140,TRUE,1680,-0.345795431,-0.044891108,3,40
negative,1,1050,add,2,1045,large,8_4_add_FNI.jpg,146,FALSE,1680,-0.052802291,-0.067907224,0,440
neutral,1,1050,add,2,1045,small,3_6_add_true.jpg,147,TRUE,1680,-0.304621466,-0.335403295,0,520
negative,1,1050,add,1,1046,small,5_3_add_true.jpg,102,TRUE,1680,-0.057631928,0.021567754,0,120
negative,1,1050,add,1,1046,small,3_6_add_FNI.jpg,103,FALSE,1680,1.414221856,1.3033863,1,260
negative,1,1050,add,1,1046,small,3_6_add_true.jpg,104,TRUE,1680,-0.1061133,-0.087224921,0,360
negative,1,1050,add,1,1046,large,8_4_add_true.jpg,108,TRUE,1680,-0.076314975,0.002133645,0,580
neutral,1,1050,add,2,1046,large,9_7_add_FI.jpg,110,FALSE,1680,0.312689326,0.229849625,0,480
neutral,1,1050,add,1,1046,large,8_4_add_true.jpg,110,TRUE,1680,0.14960161,0.18377005,0,480
neutral,1,1050,add,2,1046,small,2_7_add_true.jpg,113,TRUE,1680,-0.223775557,-0.184062794,0,540
neutral,1,1050,add,2,1046,small,8_2_add_true.jpg,115,TRUE,1680,0.052361173,0.034369432,0,560
negative,1,1050,mult,2,1046,small,2_7_mult_true.jpg,115,TRUE,1680,0.157301335,0.117869284,0,540
neutral,1,1050,mult,2,1046,large,4_9_mult_true.jpg,123,TRUE,1680,-0.283671985,-0.35466719,0,540
neutral,1,1050,add,2,1046,large,4_9_add_true.jpg,127,TRUE,1680,0.30073183,0.35236485,0,420
negative,1,1050,mult,1,1046,small,2_7_mult_true.jpg,128,TRUE,1680,-0.158610525,-0.055138733,0,600
neutral,1,1050,add,1,1046,large,9_7_add_true.jpg,130,TRUE,1680,0.420296052,0.490967257,0,360
neutral,1,1050,add,2,1046,small,5_3_add_FI.jpg,132,FALSE,1680,0.721520521,0.749406887,0,320
neutral,1,1050,mult,1,1046,large,8_4_mult_true.jpg,132,TRUE,1680,0.193601959,0.202005441,0,500
negative,1,1050,mult,1,1046,small,8_2_mult_true.jpg,132,TRUE,1680,0.07691213,0.086647979,0,480
negative,1,1050,add,1,1046,small,8_2_add_true.jpg,132,TRUE,1680,0.082123753,0.062178948,0,500
neutral,1,1050,add,1,1046,small,2_7_add_FI.jpg,143,FALSE,1680,0.150960452,0.147602956,0,540
negative,1,1050,mult,2,1046,large,9_7_mult_true.jpg,145,TRUE,1680,0.24893848,0.219991273,0,120
negative,1,1050,add,2,1046,small,2_7_add_true.jpg,151,TRUE,1680,-0.044694662,-0.028514201,0,520
neutral,1,1050,add,2,1047,small,5_3_add_true.jpg,101,TRUE,1680,0.162695369,0.15869805,0,420
neutral,1,1050,add,2,1047,small,8_2_add_true.jpg,103,TRUE,1680,0.786459911,0.769967655,1,440
negative,1,1050,add,2,1047,large,8_4_add_true.jpg,103,TRUE,1680,-0.286004274,-0.292997511,0,600
neutral,1,1050,mult,1,1047,small,2_7_mult_FNI.jpg,103,FALSE,1680,-0.131960264,-0.031117489,0,580
negative,1,1050,mult,1,1047,large,8_4_mult_FNI.jpg,105,FALSE,1680,0.325824535,0.411519426,0,320
neutral,1,1050,mult,2,1047,large,9_7_mult_FNI.jpg,110,FALSE,1680,1.176986929,0.946840888,0,380
negative,1,1050,add,2,1047,small,3_6_add_FNI.jpg,110,FALSE,1680,1.297531083,1.175716431,1,400
neutral,1,1050,mult,2,1047,large,6_8_mult_FNI.jpg,110,FALSE,1680,0.067505365,-0.022736477,0,560
neutral,1,1050,mult,2,1047,small,8_2_mult_FNI.jpg,110,FALSE,1680,0.34946049,0.238934894,0,460
neutral,1,1050,mult,2,1047,small,2_7_mult_true.jpg,119,TRUE,1680,-0.124183399,-0.113711487,0,280
neutral,1,1050,add,2,1047,small,8_2_add_FI.jpg,120,FALSE,1680,-0.050945321,-0.043341057,0,560
negative,1,1050,add,2,1047,large,8_4_add_true.jpg,123,TRUE,1680,0.156405648,0.093210654,0,340
neutral,1,1050,mult,2,1047,small,8_2_mult_FI.jpg,126,FALSE,1680,1.411996985,1.98999127,2,520
neutral,1,1050,mult,2,1047,small,2_7_mult_FNI.jpg,138,FALSE,1680,0.103764638,0.011018073,0,500
neutral,1,1050,add,1,1047,small,2_7_add_true.jpg,138,TRUE,1680,0.64893854,0.720827679,0,440
neutral,1,1050,add,2,1047,large,6_8_add_FI.jpg,148,FALSE,1680,0.927530998,0.578696208,0,100
negative,1,1050,add,2,1047,small,2_7_add_FI.jpg,150,FALSE,1680,0.825931532,0.812094396,0,380
negative,1,1050,add,2,1048,large,4_9_add_true.jpg,103,TRUE,1680,-0.546836932,-0.615988199,0,600
neutral,1,1050,add,2,1048,small,5_3_add_FI.jpg,110,FALSE,1680,-0.102754877,-0.06473907,0,560
negative,1,1050,mult,1,1048,large,6_8_mult_FI.jpg,115,FALSE,1680,0.431037183,0.355362837,0,120
negative,1,1050,add,2,1048,small,8_2_add_true.jpg,115,TRUE,1680,0.866918231,0.92641543,1,540
negative,1,1050,mult,2,1048,small,2_7_mult_true.jpg,115,TRUE,1680,0.387560273,0.381156041,0,460
negative,1,1050,add,2,1048,large,8_4_add_true.jpg,123,TRUE,1680,-0.282065812,-0.32511369,0,440
neutral,1,1050,add,2,1048,large,8_4_add_true.jpg,123,TRUE,1680,-0.11947851,-0.078174408,0,480
neutral,1,1050,add,2,1048,small,5_3_add_FI.jpg,130,FALSE,1680,1.115444574,1.073738192,1,360
negative,1,1050,add,1,1048,small,2_7_add_true.jpg,132,TRUE,1680,0.528670637,0.393874359,1,60
neutral,1,1050,mult,2,1048,small,3_6_mult_FI.jpg,132,FALSE,1680,0.216154632,0.177871062,0,500
negative,1,1050,mult,1,1048,small,2_7_mult_true.jpg,132,TRUE,1680,0.1243097,0.146308503,0,480
negative,1,1050,add,2,1048,large,6_8_add_FI.jpg,146,FALSE,1680,0.146462475,0.184969351,0,460
neutral,1,1050,add,2,1048,large,4_9_add_FI.jpg,146,FALSE,1680,0.167714438,0.148469848,0,520
neutral,1,1050,mult,2,1048,small,2_7_mult_true.jpg,147,TRUE,1680,-0.061064592,-0.065455869,0,440
negative,1,1050,mult,1,1048,small,3_6_mult_FI.jpg,149,FALSE,1680,0.896907172,0.576076269,1,480
neutral,1,1050,add,2,1048,large,8_4_add_true.jpg,151,TRUE,1680,0.107596685,0.113071514,0,380
negative,1,1050,mult,2,1049,small,3_6_mult_FNI.jpg,104,FALSE,1680,1.695776623,1.262246938,0,240
negative,1,1050,add,2,1049,large,9_7_add_true.jpg,109,TRUE,1680,0.312094054,0.287267387,0,100
neutral,1,1050,mult,1,1049,small,2_7_mult_true.jpg,110,TRUE,1680,0.382657851,0.085465602,1,440
negative,1,1050,mult,1,1049,large,4_9_mult_FNI.jpg,115,FALSE,1680,-0.100497962,-0.122123586,0,540
neutral,1,1050,mult,2,1049,small,3_6_mult_true.jpg,117,TRUE,1680,-0.042154885,-0.003624751,0,580
negative,1,1050,mult,2,1049,small,3_6_mult_FI.jpg,126,FALSE,1680,1.444395555,2.414600976,0,320
negative,1,1050,mult,2,1049,large,9_7_mult_FI.jpg,132,FALSE,1680,0.056607968,0.045610332,0,520
negative,1,1050,add,1,1049,large,9_7_add_true.jpg,150,TRUE,1680,-0.176446983,0.054496535,0,380
neutral,1,1050,add,1,1049,large,9_7_add_FI.jpg,151,FALSE,1680,-0.079350898,-0.037183972,0,500
neutral,1,1050,add,2,1050,large,8_4_add_true.jpg,105,TRUE,1680,0.114705245,0.060604662,0,440
negative,1,1050,mult,1,1050,small,3_6_mult_true.jpg,108,TRUE,1680,0.386991832,0.328207408,0,60
neutral,1,1050,add,1,1050,large,4_9_add_FI.jpg,109,FALSE,1680,1.148052607,0.676026584,1,40
negative,1,1050,mult,2,1050,large,6_8_mult_FNI.jpg,110,FALSE,1680,-0.177578266,-0.141048301,0,580
negative,1,1050,mult,2,1050,large,8_4_mult_true.jpg,115,TRUE,1680,0.54790881,0.627156428,1,540
negative,1,1050,add,1,1050,small,3_6_add_FNI.jpg,115,FALSE,1680,0.769529817,-0.306630622,0,420
neutral,1,1050,add,1,1050,large,8_4_add_true.jpg,122,TRUE,1680,1.113346995,1.069232365,0,400
neutral,1,1050,mult,2,1050,large,8_4_mult_true.jpg,123,TRUE,1680,0.406284452,0.064342564,0,260
neutral,1,1050,mult,1,1050,large,6_8_mult_FI.jpg,129,FALSE,1680,1.086831498,0.275070967,0,40
negative,1,1050,add,2,1050,large,6_8_add_FI.jpg,130,FALSE,1680,-0.143641178,-0.164175886,0,580
negative,1,1050,add,2,1050,small,5_3_add_FNI.jpg,132,FALSE,1680,0.214021916,0.085461386,0,460
negative,1,1050,mult,1,1050,small,5_3_mult_true.jpg,140,TRUE,1680,0.62761904,0.7587732,0,40
negative,1,1050,mult,2,1050,small,2_7_mult_FNI.jpg,146,FALSE,1680,0.390611534,0.48910337,1,420
negative,1,1050,mult,1,1050,large,4_9_mult_true.jpg,146,TRUE,1680,-0.113481369,-0.091932424,0,500
neutral,1,1050,add,1,1050,small,2_7_add_true.jpg,148,TRUE,1680,0.080614754,0.059088561,0,240
neutral,1,1050,add,2,1050,small,2_7_add_true.jpg,149,TRUE,1680,0.425951472,0.446752221,0,140
neutral,1,1050,mult,1,1051,small,3_6_mult_true.jpg,102,TRUE,1680,0.848559195,0.743639938,0,40
negative,1,1050,mult,2,1051,small,2_7_mult_FNI.jpg,110,FALSE,1680,-0.129976109,-0.07176643,0,380
neutral,1,1050,mult,2,1051,large,9_7_mult_true.jpg,113,TRUE,1680,-0.333309552,0.19797501,1,280
neutral,1,1050,mult,2,1051,small,3_6_mult_true.jpg,115,TRUE,1680,-0.316985516,-0.344532209,0,580
negative,1,1050,mult,2,1051,large,4_9_mult_true.jpg,117,TRUE,1680,-0.064503569,-0.083328138,1,620
negative,1,1050,add,2,1051,large,6_8_add_true.jpg,129,TRUE,1680,0.662396422,0.492420629,1,60
neutral,1,1050,add,2,1051,large,8_4_add_FI.jpg,132,FALSE,1680,-0.059646903,-0.018613567,0,460
negative,1,1050,add,1,1051,small,8_2_add_FI.jpg,147,FALSE,1680,0.640765361,0.598943176,0,540
neutral,1,1050,add,2,1051,small,8_2_add_true.jpg,147,TRUE,1680,0.063847091,0.018839012,0,480
negative,1,1050,mult,1,1051,large,8_4_mult_true.jpg,148,TRUE,1680,0.254043786,0.239655911,0,480
neutral,1,1050,add,2,1051,small,8_2_add_true.jpg,149,TRUE,1680,-0.279188295,-0.314234987,0,540
negative,1,1050,add,1,1052,small,2_7_add_true.jpg,102,TRUE,1680,0.235001982,0.214990575,0,480
negative,1,1050,mult,1,1052,small,2_7_mult_true.jpg,114,TRUE,1680,1.178864868,0.563840217,2,240
negative,1,1050,add,1,1052,small,8_2_add_true.jpg,122,TRUE,1680,1.081704909,0.915704189,1,380
neutral,1,1050,add,2,1052,large,6_8_add_FNI.jpg,126,FALSE,1680,-0.119037094,-0.091856383,0,500
neutral,1,1050,add,2,1052,small,2_7_add_FNI.jpg,126,FALSE,1680,0.171251356,0.109689495,0,540
negative,1,1050,mult,2,1052,large,9_7_mult_FI.jpg,126,FALSE,1680,-0.122158653,-0.107976676,0,660
neutral,1,1050,mult,2,1052,large,9_7_mult_true.jpg,127,TRUE,1680,-0.171054084,-0.13833155,0,640
negative,1,1050,add,1,1052,small,3_6_add_true.jpg,132,TRUE,1680,-0.180254613,-0.203403827,0,540
negative,1,1050,mult,1,1052,small,5_3_mult_FI.jpg,137,FALSE,1680,0.501991061,0.555910244,0,240
neutral,1,1050,add,1,1052,large,8_4_add_true.jpg,138,TRUE,1680,0.404234876,0.406692542,0,520
negative,1,1050,add,1,1052,small,2_7_add_true.jpg,142,TRUE,1680,0.140969551,0.146912643,0,200
neutral,1,1050,mult,1,1052,small,8_2_mult_FI.jpg,145,FALSE,1680,0.368665626,0.303102367,0,160
neutral,1,1050,add,2,1052,large,4_9_add_true.jpg,149,TRUE,1680,0.323811535,0.364566679,0,400
negative,1,1050,add,2,1052,small,5_3_add_true.jpg,151,TRUE,1680,-0.066492938,-0.021292423,0,500
neutral,1,1050,mult,2,1053,small,2_7_mult_true.jpg,101,TRUE,1680,-0.220765169,-0.221289899,0,480
negative,1,1050,mult,2,1053,large,9_7_mult_true.jpg,101,TRUE,1680,-0.148660133,-0.163336039,0,460
negative,1,1050,mult,2,1053,large,4_9_mult_true.jpg,103,TRUE,1680,0.477196551,0.439463628,0,120
neutral,1,1050,mult,2,1053,small,2_7_mult_FNI.jpg,110,FALSE,1680,-0.06088673,-0.068407496,0,660
neutral,1,1050,mult,1,1053,large,8_4_mult_FNI.jpg,115,FALSE,1680,-0.096030499,-0.112096233,0,360
neutral,1,1050,add,1,1053,small,5_3_add_FNI.jpg,115,FALSE,1680,0.112225719,0.114083728,0,580
neutral,1,1050,mult,2,1053,small,2_7_mult_true.jpg,119,TRUE,1680,-0.526268516,0.04004287,0,320
neutral,1,1050,add,1,1053,small,8_2_add_true.jpg,120,TRUE,1680,-0.079869407,0.014061853,0,500
neutral,1,1050,add,1,1053,small,3_6_add_FI.jpg,121,FALSE,1680,1.202156673,0.933060819,1,120
neutral,1,1050,add,2,1053,large,8_4_add_true.jpg,123,TRUE,1680,0.052076262,-0.000401891,0,440
neutral,1,1050,add,1,1053,small,8_2_add_true.jpg,130,TRUE,1680,-0.185976767,-0.14229335,0,520
neutral,1,1050,mult,2,1053,large,8_4_mult_FNI.jpg,130,FALSE,1680,0.092197901,0.097461831,0,580
negative,1,1050,mult,1,1053,small,3_6_mult_FI.jpg,135,FALSE,1680,-0.106775812,0.015261644,0,540
neutral,1,1050,mult,2,1053,small,3_6_mult_true.jpg,139,TRUE,1680,1.525037686,1.753377256,0,40
neutral,1,1050,mult,2,1053,large,4_9_mult_FI.jpg,146,FALSE,1680,0.384163615,0.398576047,0,440
negative,1,1050,add,1,1054,small,8_2_add_true.jpg,104,TRUE,1680,1.411111004,1.221513625,3,540
neutral,1,1050,mult,2,1054,small,2_7_mult_FI.jpg,108,FALSE,1680,1.530083475,1.781220081,0,240
negative,1,1050,add,2,1054,small,8_2_add_true.jpg,111,TRUE,1680,-0.17025771,-0.235841791,0,560
negative,1,1050,mult,2,1054,small,8_2_mult_true.jpg,113,TRUE,1680,1.097660643,0.481201714,6,420
negative,1,1050,add,2,1054,large,9_7_add_true.jpg,115,TRUE,1680,1.062025961,0.969773541,1,420
negative,1,1050,mult,2,1054,small,5_3_mult_true.jpg,117,TRUE,1680,-0.104907983,-0.056481444,0,620
neutral,1,1050,add,1,1054,large,6_8_add_FI.jpg,123,FALSE,1680,0.175377808,0.1694371,0,420
negative,1,1050,mult,2,1054,large,6_8_mult_FNI.jpg,126,FALSE,1680,0.934017021,1.443180743,1,380
negative,1,1050,mult,1,1054,large,8_4_mult_true.jpg,126,TRUE,1680,-0.448389224,-0.274958293,2,400
neutral,1,1050,add,1,1054,small,8_2_add_true.jpg,126,TRUE,1680,0.28441789,0.305076109,0,580
negative,1,1050,mult,2,1054,small,2_7_mult_FNI.jpg,126,FALSE,1680,-0.117376211,-0.140187484,1,660
neutral,1,1050,add,1,1054,large,4_9_add_true.jpg,126,TRUE,1680,-0.16687167,-0.239987994,0,680
neutral,1,1050,mult,1,1054,small,8_2_mult_FI.jpg,129,FALSE,1680,1.463649165,0.952205141,1,60
negative,1,1050,add,2,1054,large,9_7_add_FI.jpg,132,FALSE,1680,-0.100121565,-0.113451263,0,480
neutral,1,1050,mult,2,1054,small,5_3_mult_true.jpg,139,TRUE,1680,1.105201997,-0.360228019,1,40
neutral,1,1050,mult,2,1054,large,9_7_mult_true.jpg,139,TRUE,1680,-0.804748195,-0.794506994,0,380
negative,1,1050,add,1,1054,large,8_4_add_true.jpg,140,TRUE,1680,0.41797022,0.518055433,0,180
neutral,1,1050,mult,2,1054,small,5_3_mult_FNI.jpg,140,FALSE,1680,1.447563312,1.875792797,3,260
neutral,1,1050,mult,2,1054,large,6_8_mult_FI.jpg,148,FALSE,1680,0.239963948,0.176538756,0,360
neutral,1,1050,add,1,1054,small,8_2_add_true.jpg,148,TRUE,1680,0.774939262,0.668942626,0,260
negative,1,1050,add,2,1054,large,9_7_add_true.jpg,151,TRUE,1680,-0.072902382,-0.02830187,0,520
neutral,1,1050,mult,1,1054,small,8_2_mult_true.jpg,152,TRUE,1680,-0.274504751,0.116117149,0,280
neutral,1,1050,add,2,1055,small,8_2_add_true.jpg,101,TRUE,1680,0.135203946,-0.005905601,0,60
neutral,1,1050,mult,2,1055,large,4_9_mult_FI.jpg,110,FALSE,1680,0.763911973,0.825835928,1,440
neutral,1,1050,mult,2,1055,large,6_8_mult_true.jpg,115,TRUE,1680,0.242347482,0.159683308,0,420
negative,1,1050,add,2,1055,large,8_4_add_true.jpg,121,TRUE,1680,1.62412828,1.388477182,1,260
neutral,1,1050,add,2,1055,large,6_8_add_true.jpg,123,TRUE,1680,-0.138760343,-0.153009233,0,420
negative,1,1050,add,2,1055,small,5_3_add_true.jpg,125,TRUE,1680,-0.347708765,-0.529541856,0,140
negative,1,1050,mult,1,1055,large,8_4_mult_true.jpg,126,TRUE,1680,0.443286939,0.613669558,0,480
negative,1,1050,mult,1,1055,small,5_3_mult_true.jpg,128,TRUE,1680,0.210017152,0.150191549,0,460
negative,1,1050,add,1,1055,large,8_4_add_true.jpg,132,TRUE,1680,-0.185750541,-0.240225855,0,520
negative,1,1050,add,2,1055,small,3_6_add_FNI.jpg,134,FALSE,1680,0.686792878,0.67754105,1,440
neutral,1,1050,mult,2,1055,small,5_3_mult_true.jpg,139,TRUE,1680,0.959492977,0.983006553,0,40
negative,1,1050,mult,1,1055,large,9_7_mult_FI.jpg,139,FALSE,1680,0.756717685,0.30513713,2,80
negative,1,1050,add,2,1055,small,2_7_add_FNI.jpg,146,FALSE,1680,0.139707699,0.131490559,0,320
neutral,1,1050,mult,2,1055,large,4_9_mult_FNI.jpg,148,FALSE,1680,0.143240462,0.162767721,0,440
neutral,1,1050,mult,1,1055,large,9_7_mult_FI.jpg,151,FALSE,1680,0.704659021,0.695901893,0,440
neutral,1,1050,mult,2,1056,large,9_7_mult_true.jpg,109,TRUE,1680,0.525687804,0.469005755,0,440
negative,1,1050,mult,1,1056,large,4_9_mult_true.jpg,110,TRUE,1680,-0.111877378,-0.133398224,0,520
neutral,1,1050,add,1,1056,small,8_2_add_true.jpg,110,TRUE,1680,0.265251591,0.237699884,0,460
neutral,1,1050,add,2,1056,small,8_2_add_true.jpg,113,TRUE,1680,0.58744571,0.207238968,0,320
neutral,1,1050,mult,2,1056,small,5_3_mult_true.jpg,127,TRUE,1680,1.457930722,0.503273498,1,480
neutral,1,1050,add,1,1056,small,5_3_add_true.jpg,130,TRUE,1680,0.62569146,0.609510706,0,500
neutral,1,1050,mult,2,1056,small,2_7_mult_FNI.jpg,132,FALSE,1680,0.113380716,0.001463759,0,520
